id,subject_id,subject_name,teaching_method_code,teaching_method_name,teaching_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
114,INF0203,Lập trình hướng đối tượng và ứng dụng,TM1,Giải thích cụ thể (Explicit Teaching),0.7572,0.5701,Trung bình,"[INF0203 - Lập trình hướng đối tượng và ứng dụng] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
115,SKI0091,Kỹ năng khởi nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.5722,0.7451,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
116,SKI0091,Kỹ năng khởi nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.7415,0.4683,Trung bình,"[SKI0091 - Kỹ năng khởi nghiệp] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
117,INF0823,Thiết kế web (frontend),TM1,Giải thích cụ thể (Explicit Teaching),0.5368,0.6978,Thấp,[INF0823 - Thiết kế web (frontend)] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
118,INF0912,An ninh mạng,TM1,Giải thích cụ thể (Explicit Teaching),0.6034,0.8826,Tốt,[INF0912 - An ninh mạng] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
119,INF1143,Xử lý ảnh số và thị giác máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.5786,0.7987,Thấp,"[INF1143 - Xử lý ảnh số và thị giác máy tính] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
120,INF1532,Dự án nghề nâng cao,TM1,Giải thích cụ thể (Explicit Teaching),0.5982,0.9534,Tốt,"[INF1532 - Dự án nghề nâng cao] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
121,INF0823,Thiết kế web (frontend),TM1,Giải thích cụ thể (Explicit Teaching),0.5908,0.6405,Thấp,[INF0823 - Thiết kế web (frontend)] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
122,INF1143,Xử lý ảnh số và thị giác máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.9087,0.2897,Cao,[INF1143 - Xử lý ảnh số và thị giác máy tính] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
123,INF0912,An ninh mạng,TM1,Giải thích cụ thể (Explicit Teaching),0.7875,0.5192,Trung bình,"[INF0912 - An ninh mạng] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
124,INF0203,Lập trình hướng đối tượng và ứng dụng,TM1,Giải thích cụ thể (Explicit Teaching),0.792,0.8091,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
125,INF1473,Học sâu,TM1,Giải thích cụ thể (Explicit Teaching),0.7548,0.6391,Thấp,[INF1473 - Học sâu] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
126,INF0823,Thiết kế web (frontend),TM1,Giải thích cụ thể (Explicit Teaching),0.9031,0.2811,Cao,[INF0823 - Thiết kế web (frontend)] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
127,PLO0052,Kinh tế chính trị Mác - Lênin,TM1,Giải thích cụ thể (Explicit Teaching),0.6351,0.45,Trung bình,[PLO0052 - Kinh tế chính trị Mác - Lênin] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
128,INF0153,Hệ điều hành,TM1,Giải thích cụ thể (Explicit Teaching),0.6236,0.2832,Cao,[INF0153 - Hệ điều hành] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
129,INF1293,Phân tích dữ liệu lớn,TM1,Giải thích cụ thể (Explicit Teaching),0.6477,0.652,Thấp,"[INF1293 - Phân tích dữ liệu lớn] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
130,INF1353,Phát triển ứng dụng Thực tế ảo,TM1,Giải thích cụ thể (Explicit Teaching),0.6228,0.328,Trung bình,"[INF1353 - Phát triển ứng dụng Thực tế ảo] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
131,INF1383,Tin học cơ sở (Introduction to Informatics),TM1,Giải thích cụ thể (Explicit Teaching),0.5624,0.6307,Thấp,"[INF1383 - Tin học cơ sở (Introduction to Informatics)] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
132,INF0083,Cơ sở dữ liệu,TM1,Giải thích cụ thể (Explicit Teaching),0.6914,0.859,Tốt,[INF0083 - Cơ sở dữ liệu] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
133,INF0303,Lập trình trên thiết bị di động,TM1,Giải thích cụ thể (Explicit Teaching),0.7454,0.173,Cao,[INF0303 - Lập trình trên thiết bị di động] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
134,INF1532,Dự án nghề nâng cao,TM1,Giải thích cụ thể (Explicit Teaching),0.7126,0.5414,Trung bình,"[INF1532 - Dự án nghề nâng cao] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
135,PLO0043,Triết học Mác - Lênin,TM1,Giải thích cụ thể (Explicit Teaching),0.6255,0.2194,Cao,"[PLO0043 - Triết học Mác - Lênin] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
136,INF1423,Thiết kế hình ảnh,TM1,Giải thích cụ thể (Explicit Teaching),0.9086,0.7729,Thấp,"[INF1423 - Thiết kế hình ảnh] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
137,INF0073,Cấu trúc dữ liệu và giải thuật,TM1,Giải thích cụ thể (Explicit Teaching),0.7116,0.8679,Tốt,[INF0073 - Cấu trúc dữ liệu và giải thuật] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
138,INF0153,Hệ điều hành,TM1,Giải thích cụ thể (Explicit Teaching),0.4766,0.9409,Tốt,[INF0153 - Hệ điều hành] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
139,BSC0092,Phương pháp luận nghiên cứu khoa học,TM1,Giải thích cụ thể (Explicit Teaching),0.7368,0.8831,Tốt,"[BSC0092 - Phương pháp luận nghiên cứu khoa học] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
140,INF1502,Xử lý hậu kỳ,TM1,Giải thích cụ thể (Explicit Teaching),0.2178,0.2115,Cao,[INF1502 - Xử lý hậu kỳ] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
141,INF1433,Thiết kế minh hoạ,TM1,Giải thích cụ thể (Explicit Teaching),0.4539,0.4604,Trung bình,"[INF1433 - Thiết kế minh hoạ] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
142,INF0153,Hệ điều hành,TM1,Giải thích cụ thể (Explicit Teaching),0.8447,0.1493,Cao,[INF0153 - Hệ điều hành] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
143,INF1293,Phân tích dữ liệu lớn,TM1,Giải thích cụ thể (Explicit Teaching),0.9475,0.5823,Trung bình,"[INF1293 - Phân tích dữ liệu lớn] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
144,INF0083,Cơ sở dữ liệu,TM1,Giải thích cụ thể (Explicit Teaching),0.5567,0.5341,Trung bình,"[INF0083 - Cơ sở dữ liệu] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
145,INF1263,Kiểm thử phần mềm,TM1,Giải thích cụ thể (Explicit Teaching),0.7102,0.6986,Thấp,"[INF1263 - Kiểm thử phần mềm] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
146,INF1403,Anh văn chuyên ngành CNTT,TM1,Giải thích cụ thể (Explicit Teaching),0.8141,0.4146,Trung bình,"[INF1403 - Anh văn chuyên ngành CNTT] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
147,INF1493,Thiết kế đồ họa,TM1,Giải thích cụ thể (Explicit Teaching),0.6183,0.6454,Thấp,[INF1493 - Thiết kế đồ họa] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
148,INF1143,Xử lý ảnh số và thị giác máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.6234,0.3209,Trung bình,[INF1143 - Xử lý ảnh số và thị giác máy tính] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
149,INF1443,Thiết kế UX/UI,TM1,Giải thích cụ thể (Explicit Teaching),0.6343,0.7974,Thấp,[INF1443 - Thiết kế UX/UI] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
150,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,TM1,Giải thích cụ thể (Explicit Teaching),0.9564,0.2793,Cao,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
151,SKI0091,Kỹ năng khởi nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.5919,0.4646,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
152,SKI0091,Kỹ năng khởi nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.6181,0.3236,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
153,INF1453,Đồ họa máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.6356,0.197,Cao,"[INF1453 - Đồ họa máy tính] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
154,INF1003,Điện toán đám mây,TM1,Giải thích cụ thể (Explicit Teaching),0.3242,0.3425,Trung bình,"[INF1003 - Điện toán đám mây] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
155,INF1263,Kiểm thử phần mềm,TM1,Giải thích cụ thể (Explicit Teaching),0.5852,0.4273,Trung bình,[INF1263 - Kiểm thử phần mềm] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
156,INF0653,Kiến trúc phần mềm hiện đại,TM1,Giải thích cụ thể (Explicit Teaching),0.4032,0.3439,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
157,INF0912,An ninh mạng,TM1,Giải thích cụ thể (Explicit Teaching),0.7062,0.571,Trung bình,[INF0912 - An ninh mạng] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
158,INF1532,Dự án nghề nâng cao,TM1,Giải thích cụ thể (Explicit Teaching),0.5184,0.4285,Trung bình,[INF1532 - Dự án nghề nâng cao] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
159,INF1502,Xử lý hậu kỳ,TM1,Giải thích cụ thể (Explicit Teaching),0.8743,0.2789,Cao,[INF1502 - Xử lý hậu kỳ] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
160,INF0203,Lập trình hướng đối tượng và ứng dụng,TM1,Giải thích cụ thể (Explicit Teaching),0.604,0.7361,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
161,INF0137,Đồ án tốt nghiệp (**),TM1,Giải thích cụ thể (Explicit Teaching),0.5729,0.4862,Trung bình,"[INF0137 - Đồ án tốt nghiệp (**)] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
162,INF0073,Cấu trúc dữ liệu và giải thuật,TM1,Giải thích cụ thể (Explicit Teaching),0.4101,0.2743,Cao,"[INF0073 - Cấu trúc dữ liệu và giải thuật] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
163,INF0203,Lập trình hướng đối tượng và ứng dụng,TM1,Giải thích cụ thể (Explicit Teaching),0.3478,0.5857,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
164,PLO0052,Kinh tế chính trị Mác - Lênin,TM1,Giải thích cụ thể (Explicit Teaching),0.8026,0.7849,Thấp,[PLO0052 - Kinh tế chính trị Mác - Lênin] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
165,BSC0092,Phương pháp luận nghiên cứu khoa học,TM1,Giải thích cụ thể (Explicit Teaching),0.7394,0.5082,Trung bình,"[BSC0092 - Phương pháp luận nghiên cứu khoa học] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
166,INF1543,Thực tập tốt nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.6795,0.8248,Thấp,"[INF1543 - Thực tập tốt nghiệp] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
167,SKI0011,Kỹ năng thuyết trình,TM1,Giải thích cụ thể (Explicit Teaching),0.5026,0.9138,Tốt,[SKI0011 - Kỹ năng thuyết trình] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
168,INF1353,Phát triển ứng dụng Thực tế ảo,TM1,Giải thích cụ thể (Explicit Teaching),0.659,0.8705,Tốt,[INF1353 - Phát triển ứng dụng Thực tế ảo] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
169,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",TM1,Giải thích cụ thể (Explicit Teaching),0.4905,0.453,Trung bình,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
170,INF0433,Nhập môn lập trình,TM1,Giải thích cụ thể (Explicit Teaching),0.6292,0.4399,Trung bình,[INF0433 - Nhập môn lập trình] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
171,INF0823,Thiết kế web (frontend),TM1,Giải thích cụ thể (Explicit Teaching),0.7154,0.8838,Tốt,[INF0823 - Thiết kế web (frontend)] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
172,INF0203,Lập trình hướng đối tượng và ứng dụng,TM1,Giải thích cụ thể (Explicit Teaching),0.3114,0.5325,Trung bình,"[INF0203 - Lập trình hướng đối tượng và ứng dụng] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
173,INF0303,Lập trình trên thiết bị di động,TM1,Giải thích cụ thể (Explicit Teaching),0.7043,0.8996,Tốt,[INF0303 - Lập trình trên thiết bị di động] Giảng viên chưa gắn bài với thực tiễn,Dùng video mô phỏng
174,INF1213,Robot công nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.5792,0.2537,Cao,[INF1213 - Robot công nghiệp] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
175,SKI0061,Kỹ năng tư duy phản biện,TM1,Giải thích cụ thể (Explicit Teaching),0.4018,0.5434,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
176,INF1473,Học sâu,TM1,Giải thích cụ thể (Explicit Teaching),0.6147,0.611,Thấp,[INF1473 - Học sâu] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
177,INF1263,Kiểm thử phần mềm,TM1,Giải thích cụ thể (Explicit Teaching),0.5925,0.1006,Cao,[INF1263 - Kiểm thử phần mềm] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
178,INF1143,Xử lý ảnh số và thị giác máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.3766,0.7171,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
179,INF0103,Nhập môn Trí tuệ nhân tạo,TM1,Giải thích cụ thể (Explicit Teaching),0.7072,0.8244,Thấp,[INF0103 - Nhập môn Trí tuệ nhân tạo] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
180,SKI0011,Kỹ năng thuyết trình,TM1,Giải thích cụ thể (Explicit Teaching),0.6129,0.8392,Thấp,"[SKI0011 - Kỹ năng thuyết trình] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
181,SKI0091,Kỹ năng khởi nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.6916,0.4603,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
182,INF1532,Dự án nghề nâng cao,TM1,Giải thích cụ thể (Explicit Teaching),1.0,0.5573,Trung bình,[INF1532 - Dự án nghề nâng cao] Sinh viên khó theo kịp tốc độ giảng,Thêm ví dụ minh hoạ
183,INF1213,Robot công nghiệp,TM1,Giải thích cụ thể (Explicit Teaching),0.6935,0.4488,Trung bình,"[INF1213 - Robot công nghiệp] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
184,INF0263,Mạng máy tính,TM1,Giải thích cụ thể (Explicit Teaching),0.3349,0.587,Trung bình,[INF0263 - Mạng máy tính] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
185,INF1493,Thiết kế đồ họa,TM1,Giải thích cụ thể (Explicit Teaching),1.0,0.6566,Thấp,"[INF1493 - Thiết kế đồ họa] Slide bài giảng dài, thiếu hoạt động xen kẽ",Chèn câu hỏi gợi mở
186,INF1293,Phân tích dữ liệu lớn,TM1,Giải thích cụ thể (Explicit Teaching),0.8089,0.5604,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Giảng viên chưa gắn bài với thực tiễn,Chèn câu hỏi gợi mở
187,INF1383,Tin học cơ sở (Introduction to Informatics),TM1,Giải thích cụ thể (Explicit Teaching),0.7612,0.44,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
188,INF1443,Thiết kế UX/UI,TM1,Giải thích cụ thể (Explicit Teaching),0.8549,0.709,Thấp,[INF1443 - Thiết kế UX/UI] Giảng viên chưa gắn bài với thực tiễn,Thêm ví dụ minh hoạ
189,SKI0061,Kỹ năng tư duy phản biện,TM1,Giải thích cụ thể (Explicit Teaching),1.0,0.3304,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Sinh viên khó theo kịp tốc độ giảng,Dùng video mô phỏng
190,INF0912,An ninh mạng,TM1,Giải thích cụ thể (Explicit Teaching),0.5794,0.5688,Trung bình,[INF0912 - An ninh mạng] Sinh viên khó theo kịp tốc độ giảng,Chèn câu hỏi gợi mở
191,INF1502,Xử lý hậu kỳ,TM1,Giải thích cụ thể (Explicit Teaching),0.7651,0.1336,Cao,"[INF1502 - Xử lý hậu kỳ] Slide bài giảng dài, thiếu hoạt động xen kẽ",Thêm ví dụ minh hoạ
192,PLO0032,Tư tưởng Hồ Chí Minh,TM1,Giải thích cụ thể (Explicit Teaching),0.6265,0.7103,Thấp,"[PLO0032 - Tư tưởng Hồ Chí Minh] Slide bài giảng dài, thiếu hoạt động xen kẽ",Dùng video mô phỏng
