id,clo_score_pred,severity_level,reason_text,solution_text
216,0.2372,Cao,Đi học trễ quá nhiều lần gây mất nhịp học,Giảng viên cập nhật báo cáo cảnh báo lên hệ thống QA
217,0.3254,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Gợi ý sử dụng công cụ tự học trực tuyến
218,0.7465,Thấp,Thường xuyên hỗ trợ bạn học và tham gia nhóm học tập,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
219,0.6496,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Tiếp tục phát huy tính chủ động và tự học
220,0.8492,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Tham gia các seminar hoặc workshop bổ trợ
221,0.6576,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
222,0.5683,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Giảng viên sử dụng bảng điểm động để phản hồi sớm
223,0.0937,Cao,"Không nộp bài đúng hạn, bỏ qua hướng dẫn của giảng viên",Giảng viên cập nhật báo cáo cảnh báo lên hệ thống QA
224,0.3677,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Giảng viên sử dụng bảng điểm động để phản hồi sớm
225,0.2652,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Giao bài tập củng cố kiến thức sau mỗi buổi học
226,0.244,Cao,Không theo dõi thông báo thay đổi lịch học hoặc lịch thi,Thiết lập điều kiện thi: yêu cầu >=70% buổi điểm danh
227,0.973,Tốt,Có khả năng tự học và vận dụng thực tế tốt,Đề xuất sinh viên làm trợ giảng hoặc mentor
228,0.3931,Trung bình,Tham gia điểm danh nhưng không hoàn thành bài tập,Giao bài tập củng cố kiến thức sau mỗi buổi học
229,0.892,Tốt,Được giảng viên đánh giá cao về thái độ và năng lực,Giảng viên phản hồi tích cực và ghi nhận thành tích
230,0.6311,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Tiếp tục phát huy tính chủ động và tự học
231,0.7948,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Duy trì phương pháp học tập hiện tại
232,0.5026,Trung bình,Có tham dự nhưng thường về sớm,Giao bài tập củng cố kiến thức sau mỗi buổi học
233,0.5769,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
234,0.4925,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Gợi ý sử dụng công cụ tự học trực tuyến
235,0.1952,Cao,Đi học trễ quá nhiều lần gây mất nhịp học,Thiết lập điều kiện thi: yêu cầu >=70% buổi điểm danh
236,0.7225,Thấp,Tự đánh giá năng lực bản thân sau mỗi tuần,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
237,0.2808,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Gợi ý sinh viên ôn tập bằng video bài giảng
238,0.0243,Cao,Không truy cập hệ thống LMS trong suốt học phần,Cố vấn học tập liên hệ để nhắc nhở trực tiếp
239,0.6455,Thấp,Duy trì thói quen học tập ổn định,Tăng cường thử thách nâng cao năng lực tư duy
240,0.1771,Cao,Không theo dõi thông báo thay đổi lịch học hoặc lịch thi,Tổ chức buổi hướng dẫn học bù trực tuyến
241,0.9405,Tốt,Thường xuyên hỗ trợ bạn học và thảo luận chủ động,Đưa vào danh sách học bổng khuyến khích học tập
242,0.9539,Tốt,Được giảng viên đánh giá cao về thái độ và năng lực,Đề xuất sinh viên làm trợ giảng hoặc mentor
243,0.9149,Tốt,Đóng góp tích cực trong các dự án nhóm,Giảng viên phản hồi tích cực và ghi nhận thành tích
244,0.3702,Trung bình,Có tham dự nhưng thường về sớm,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
245,0.0155,Cao,Đi học trễ quá nhiều lần gây mất nhịp học,Tổ chức buổi hướng dẫn học bù trực tuyến
246,0.9283,Tốt,Duy trì tỷ lệ điểm danh 100%,Khuyến khích tham gia nghiên cứu khoa học sinh viên
247,0.4282,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Tăng cường hoạt động nhóm trong giờ học
248,0.9667,Tốt,Đóng góp tích cực trong các dự án nhóm,Đưa vào danh sách học bổng khuyến khích học tập
249,0.9636,Tốt,Thường xuyên hỗ trợ bạn học và thảo luận chủ động,Đề xuất sinh viên làm trợ giảng hoặc mentor
250,0.853,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
251,0.2944,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Giảng viên sử dụng bảng điểm động để phản hồi sớm
252,0.3851,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Giao bài tập củng cố kiến thức sau mỗi buổi học
253,0.8511,Thấp,Duy trì thói quen học tập ổn định,Tham gia các seminar hoặc workshop bổ trợ
254,0.3169,Trung bình,Tham gia không đều trong các tuần giữa kỳ,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
255,0.1695,Cao,"Thiếu cam kết học tập, không tham gia các hoạt động CLO",Bổ sung buổi học bù bắt buộc và giám sát tiến độ
256,0.5568,Trung bình,Tham gia điểm danh nhưng không hoàn thành bài tập,Khuyến khích đặt câu hỏi và phản hồi trong lớp
257,0.9362,Tốt,Sinh viên đạt thành tích xuất sắc và ổn định,Mời sinh viên chia sẻ kinh nghiệm tại seminar
258,0.696,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
259,0.5701,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
260,0.0972,Cao,Không tham gia bài tập nhóm và bài kiểm tra giữa kỳ,Tổ chức buổi hướng dẫn học bù trực tuyến
261,0.615,Thấp,Duy trì thói quen học tập ổn định,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
262,0.9901,Tốt,Thường xuyên hỗ trợ bạn học và thảo luận chủ động,Khuyến khích tham gia nghiên cứu khoa học sinh viên
263,0.1401,Cao,Không tham gia bài tập nhóm và bài kiểm tra giữa kỳ,Tổ chức buổi hướng dẫn học bù trực tuyến
264,0.5183,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Gợi ý sử dụng công cụ tự học trực tuyến
265,0.8774,Tốt,Duy trì tỷ lệ điểm danh 100%,Đưa vào danh sách học bổng khuyến khích học tập
266,0.7408,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Tham gia các seminar hoặc workshop bổ trợ
267,0.697,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
268,0.7025,Thấp,Thường xuyên hỗ trợ bạn học và tham gia nhóm học tập,Tăng cường thử thách nâng cao năng lực tư duy
269,0.3595,Trung bình,Thiếu chuẩn bị trước giờ học,Giảng viên sử dụng bảng điểm động để phản hồi sớm
270,0.2936,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Giao bài tập củng cố kiến thức sau mỗi buổi học
271,0.8094,Thấp,Thường xuyên hỗ trợ bạn học và tham gia nhóm học tập,Duy trì phương pháp học tập hiện tại
272,0.8101,Thấp,"Tích cực ghi chú, hoàn thành bài tập đúng hạn",Tiếp tục phát huy tính chủ động và tự học
273,0.8671,Tốt,Thường xuyên hỗ trợ bạn học và thảo luận chủ động,Tạo điều kiện tham dự cuộc thi học thuật của khoa
274,0.9132,Tốt,Thường xuyên hỗ trợ bạn học và thảo luận chủ động,Đưa vào danh sách học bổng khuyến khích học tập
275,0.5113,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
276,0.5015,Trung bình,Có tham dự nhưng thường về sớm,Giao bài tập củng cố kiến thức sau mỗi buổi học
277,0.7983,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
278,0.65,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Duy trì phương pháp học tập hiện tại
279,0.702,Thấp,Chủ động phản hồi giảng viên khi gặp khó khăn,Giảng viên ghi nhận và phản hồi tích cực
280,0.7958,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Đề xuất sinh viên hỗ trợ mentoring cho nhóm yếu
281,0.89,Tốt,Được giảng viên đánh giá cao về thái độ và năng lực,Đề xuất sinh viên làm trợ giảng hoặc mentor
282,0.338,Trung bình,Thiếu chuẩn bị trước giờ học,Tăng cường hoạt động nhóm trong giờ học
283,0.3756,Trung bình,Có tham dự nhưng thường về sớm,Tăng cường hoạt động nhóm trong giờ học
284,0.094,Cao,Đi học trễ quá nhiều lần gây mất nhịp học,Gửi cảnh báo sớm và yêu cầu học bù qua LMS
285,0.5783,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Gợi ý sử dụng công cụ tự học trực tuyến
286,0.0359,Cao,"Thiếu cam kết học tập, không tham gia các hoạt động CLO",Thiết lập điều kiện thi: yêu cầu >=70% buổi điểm danh
287,0.4656,Trung bình,Tham gia điểm danh nhưng không hoàn thành bài tập,Tăng cường hoạt động nhóm trong giờ học
288,0.5426,Trung bình,Không ghi chú và ôn lại kiến thức sau buổi học,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
289,0.2865,Trung bình,Tham gia không đều trong các tuần giữa kỳ,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
290,0.5908,Trung bình,Thiếu chuẩn bị trước giờ học,Tăng cường hoạt động nhóm trong giờ học
291,0.0305,Cao,"Thiếu cam kết học tập, không tham gia các hoạt động CLO",Tổ chức buổi hướng dẫn học bù trực tuyến
292,0.0373,Cao,"Thiếu cam kết học tập, không tham gia các hoạt động CLO",Xây dựng quy trình nhắc lịch tự động qua email/sms
293,0.8226,Thấp,Chủ động phản hồi giảng viên khi gặp khó khăn,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
294,0.3602,Trung bình,Thiếu chuẩn bị trước giờ học,Tăng cường hoạt động nhóm trong giờ học
295,0.1271,Cao,Không theo dõi thông báo thay đổi lịch học hoặc lịch thi,Tổ chức buổi hướng dẫn học bù trực tuyến
296,0.5222,Trung bình,Tương tác hạn chế trong thảo luận nhóm,Giao bài tập củng cố kiến thức sau mỗi buổi học
297,0.77,Thấp,"Tích cực ghi chú, hoàn thành bài tập đúng hạn",Duy trì phương pháp học tập hiện tại
298,0.2158,Cao,Không theo dõi thông báo thay đổi lịch học hoặc lịch thi,Giảng viên cập nhật báo cáo cảnh báo lên hệ thống QA
299,0.6229,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Tiếp tục phát huy tính chủ động và tự học
300,0.0853,Cao,Đi học trễ quá nhiều lần gây mất nhịp học,Bổ sung buổi học bù bắt buộc và giám sát tiến độ
301,0.6965,Thấp,Sinh viên tham gia học đều và có thái độ tích cực,Tăng cường thử thách nâng cao năng lực tư duy
302,0.2861,Trung bình,Tham gia điểm danh nhưng không hoàn thành bài tập,Gợi ý sử dụng công cụ tự học trực tuyến
303,0.2269,Cao,"Không nộp bài đúng hạn, bỏ qua hướng dẫn của giảng viên",Bổ sung buổi học bù bắt buộc và giám sát tiến độ
304,0.5513,Trung bình,Sinh viên đi học đầy đủ nhưng thiếu tập trung trên lớp,Gợi ý sử dụng công cụ tự học trực tuyến
305,0.7195,Thấp,Thực hiện học bù khi vắng có lý do chính đáng,Khuyến khích trình bày ngắn cuối buổi học
306,0.4231,Trung bình,Có tham dự nhưng thường về sớm,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
307,0.9808,Tốt,Sinh viên đạt thành tích xuất sắc và ổn định,Tạo điều kiện tham dự cuộc thi học thuật của khoa
308,0.6848,Thấp,Có sự chuẩn bị bài trước khi lên lớp,Tham gia các seminar hoặc workshop bổ trợ
309,0.4809,Trung bình,Thiếu kỹ năng ghi chép và quản lý thời gian,Thiết lập hệ thống điểm thưởng cho sự tham gia tích cực
310,0.3921,Trung bình,Bài tập nộp thiếu hoặc không đúng định dạng yêu cầu,Gợi ý sinh viên ôn tập bằng video bài giảng
311,0.3432,Trung bình,Tương tác hạn chế trong thảo luận nhóm,Tăng cường hoạt động nhóm trong giờ học
312,0.729,Thấp,Tự đánh giá năng lực bản thân sau mỗi tuần,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
313,0.4386,Trung bình,Lỡ một số bài kiểm tra nhanh (quiz) do chủ quan,Gợi ý sử dụng công cụ tự học trực tuyến
314,0.0597,Cao,Không tham gia bài tập nhóm và bài kiểm tra giữa kỳ,Gửi cảnh báo sớm và yêu cầu học bù qua LMS
315,0.398,Trung bình,Có tham dự nhưng thường về sớm,Khuyến nghị tham gia nhóm học tập nhỏ 3-4 người
316,0.738,Thấp,Tham gia các buổi thực hành đầy đủ,Khuyến khích chia sẻ kinh nghiệm học tốt với nhóm
317,0.1825,Cao,"Sinh viên vắng học thường xuyên, bỏ lỡ nội dung thực hành",Bổ sung buổi học bù bắt buộc và giám sát tiến độ
318,0.1755,Cao,Không tham gia giờ thảo luận bắt buộc,Cố vấn học tập liên hệ để nhắc nhở trực tiếp
319,0.5316,Trung bình,Tương tác hạn chế trong thảo luận nhóm,Tăng cường hoạt động nhóm trong giờ học
