id,conduct_score_pred,severity_level,reason_text,solution_text
154,0.1974,Cao,Bỏ lỡ buổi sinh hoạt lớp đánh giá rèn luyện giữa kỳ,Tham dự tối thiểu 2 seminar học thuật mỗi tháng
155,0.6203,Thấp,Thực tế cho thấy Tích cực dự hội thảo học thuật và đặt câu hỏi. Cần tăng cường tham gia hoạt động có trọng điểm,Tổ chức hoạt động học thuật quy mô nhỏ
156,0.3779,Trung bình,Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Tăng tần suất tham gia hoạt động lớp và chi đoàn
157,0.2559,Cao,Quan sát cho thấy Không tham gia các cuộc thi học thuật cấp khoa,Hoàn thành minh chứng rèn luyện và nộp trước hạn
158,0.7153,Thấp,"Trong học kỳ này, Hỗ trợ truyền thông cho chương trình của khoa","Từ đó, duy trì tần suất tham gia và lan tỏa tới bạn bè"
159,0.6955,Thấp,Thực tế cho thấy Thực hiện nhật ký rèn luyện cá nhân đều đặn,Hỗ trợ truyền thông và hậu cần cho chương trình
160,0.6466,Thấp,"Trong học kỳ này, Hỗ trợ truyền thông cho chương trình của khoa",Ghi nhận thành tích và nộp minh chứng đúng hạn
161,0.9373,Tốt,"Đáng chú ý, Được đề cử học bổng rèn luyện – phong trào",Tiếp tục phát huy vai trò hạt nhân phong trào
162,0.9155,Tốt,"Theo ghi nhận, Kết nối doanh nghiệp đồng hành cùng hoạt động sinh viên",Xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi
163,0.8042,Thấp,Duy trì tinh thần hợp tác và trách nhiệm,Hỗ trợ truyền thông và hậu cần cho chương trình
164,0.3293,Trung bình,"Trong học kỳ này, Tham gia câu lạc bộ học thuật nhưng ít hoạt động",Rèn luyện kỹ năng làm việc nhóm qua dự án và báo cáo minh chứng trên LMS
165,0.8265,Thấp,Quan sát cho thấy Tương tác tích cực trong các buổi sinh hoạt kỹ năng. Cần tăng cường tham gia hoạt động có trọng điểm,Chia sẻ kinh nghiệm rèn luyện cho lớp
166,0.0096,Cao,Thực tế cho thấy Bỏ qua chương trình thiện nguyện của trường,Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
167,0.4838,Trung bình,"Đáng chú ý, Hoạt động phong trào thiếu tính liên tục",Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
168,0.2483,Cao,"Theo ghi nhận, Chưa hoàn thành cam kết rèn luyện đầu kỳ",Tham gia câu lạc bộ học thuật theo sở thích cá nhân và báo cáo minh chứng trên LMS
169,0.7761,Thấp,"Theo ghi nhận, Giữ tác phong kỷ luật tốt trong sự kiện",Ghi nhận thành tích và nộp minh chứng đúng hạn và báo cáo minh chứng trên LMS
170,0.9045,Tốt,Đóng góp sáng kiến chuyển đổi số cho hoạt động Đoàn. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, kết nối doanh nghiệp tài trợ hoạt động sinh viên và báo cáo minh chứng trên LMS"
171,0.9027,Tốt,"Theo ghi nhận, Đạt giải cao trong cuộc thi học thuật cấp trường. Ảnh hưởng trực tiếp tới điểm rèn luyện","Vì vậy, lan tỏa sáng kiến rèn luyện hiệu quả đến chi đoàn khác và báo cáo minh chứng trên LMS"
172,0.7021,Thấp,Đóng góp đều cho hoạt động lớp và chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hệ quả là tổ chức hoạt động học thuật quy mô nhỏ
173,0.3491,Trung bình,"Theo ghi nhận, Đôi khi quên cập nhật nhật ký rèn luyện. Cần tăng cường tham gia hoạt động có trọng điểm",Xây dựng lịch rèn luyện đều đặn theo tuần
174,0.9223,Tốt,Dẫn dắt câu lạc bộ học thuật của khoa,"Vì vậy, đề cử tham gia giải thưởng rèn luyện cấp trường"
175,0.6035,Thấp,Quan sát cho thấy Tham gia tập huấn kỹ năng mềm theo lộ trình. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Từ đó, hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS"
176,0.1427,Cao,"Đáng chú ý, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Ảnh hưởng trực tiếp tới điểm rèn luyện","Vì vậy, tham gia câu lạc bộ học thuật theo sở thích cá nhân"
177,0.1816,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
178,0.4572,Trung bình,Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Tăng tần suất tham gia hoạt động lớp và chi đoàn
179,0.7235,Thấp,Quan sát cho thấy Tham gia tập huấn kỹ năng mềm theo lộ trình. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tổ chức hoạt động học thuật quy mô nhỏ
180,0.5933,Trung bình,"Đáng chú ý, Tham gia thi học thuật nhưng dừng ở vòng loại",Chuẩn bị nội dung trước khi dự seminar học thuật
181,0.57,Trung bình,Quan sát cho thấy Kỹ năng làm việc nhóm còn hạn chế,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
182,0.1945,Cao,"Trong học kỳ này, Vi phạm quy định ứng xử tại sự kiện của trường",Hệ quả là tham gia đội hình tình nguyện tại địa phương và báo cáo minh chứng trên LMS
183,0.9587,Tốt,"Theo ghi nhận, Tham gia hội nghị sinh viên nghiên cứu khoa học. Cần tăng cường tham gia hoạt động có trọng điểm","Vì vậy, xây dựng mô hình CLB học thuật bền vững và báo cáo minh chứng trên LMS"
184,0.8933,Tốt,Xây dựng mô hình rèn luyện hiệu quả cho chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng mô hình CLB học thuật bền vững và báo cáo minh chứng trên LMS
185,0.8239,Thấp,Thực tế cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS
186,0.8698,Tốt,Thực tế cho thấy Huấn luyện kỹ năng mềm cho các khóa dưới,Phối hợp tổ chức chiến dịch tình nguyện quy mô lớn
187,0.2338,Cao,Quan sát cho thấy Vi phạm quy định ứng xử tại sự kiện của trường,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
188,0.5027,Trung bình,Thực tế cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
189,0.4183,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu. Cần tăng cường tham gia hoạt động có trọng điểm,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
190,0.8339,Thấp,Quan sát cho thấy Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện,Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
191,0.5275,Trung bình,Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài,Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
192,0.8835,Tốt,"Theo ghi nhận, Điều phối các chiến dịch tình nguyện quy mô lớn. Cần tăng cường tham gia hoạt động có trọng điểm","Vì vậy, kết nối doanh nghiệp tài trợ hoạt động sinh viên và báo cáo minh chứng trên LMS"
193,0.1003,Cao,"Theo ghi nhận, Không đóng góp vào hoạt động tập thể của lớp",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
194,0.4899,Trung bình,Hoạt động phong trào thiếu tính liên tục,"Vì vậy, tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS"
195,0.9168,Tốt,"Theo ghi nhận, Chủ trì dự án cộng đồng được Đoàn trường ghi nhận. Ảnh hưởng trực tiếp tới điểm rèn luyện",Hệ quả là huấn luyện kỹ năng lãnh đạo cho khóa dưới và báo cáo minh chứng trên LMS
196,0.7135,Thấp,"Theo ghi nhận, Kết nối bạn bè tham gia thêm hoạt động học thuật",Chia sẻ kinh nghiệm rèn luyện cho lớp
197,0.3702,Trung bình,Kỹ năng làm việc nhóm còn hạn chế,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
198,0.8929,Tốt,"Đáng chú ý, Thường xuyên tổ chức seminar chia sẻ học thuật","Từ đó, kết nối doanh nghiệp tài trợ hoạt động sinh viên và báo cáo minh chứng trên LMS"
199,0.4284,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,"Từ đó, tham gia nhóm học tập tình nguyện cố định"
200,0.9781,Tốt,"Trong học kỳ này, Được tuyên dương về điểm rèn luyện xuất sắc",Phối hợp tổ chức chiến dịch tình nguyện quy mô lớn và báo cáo minh chứng trên LMS
201,0.8886,Tốt,"Trong học kỳ này, Đóng góp sáng kiến chuyển đổi số cho hoạt động Đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Lan tỏa sáng kiến rèn luyện hiệu quả đến chi đoàn khác
202,0.8144,Thấp,Tham gia tình nguyện theo nhóm nhỏ thường xuyên. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Từ đó, đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS"
203,0.3982,Trung bình,"Đáng chú ý, Chưa chủ động nhận nhiệm vụ tập thể. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS
204,0.498,Trung bình,Nộp minh chứng rèn luyện sát hạn chót,"Do đó, đặt mục tiêu điểm rèn luyện từng giai đoạn và báo cáo minh chứng trên LMS"
205,0.3275,Trung bình,"Trong học kỳ này, Nộp minh chứng rèn luyện sát hạn chót. Ảnh hưởng trực tiếp tới điểm rèn luyện",Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
206,0.4709,Trung bình,"Đáng chú ý, Đăng ký tham gia nhưng rút lui vào phút cuối",Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
207,0.5496,Trung bình,"Đáng chú ý, Chưa có minh chứng đóng góp cộng đồng nổi bật. Ảnh hưởng trực tiếp tới điểm rèn luyện",Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
208,0.3365,Trung bình,"Theo ghi nhận, Thiếu kế hoạch rèn luyện theo tuần. Cần tăng cường tham gia hoạt động có trọng điểm",Hoàn thiện minh chứng rèn luyện ngay sau mỗi hoạt động
209,0.8162,Thấp,Quan sát cho thấy Chủ động hỗ trợ công tác tổ chức sự kiện. Ảnh hưởng trực tiếp tới điểm rèn luyện,"Vì vậy, mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS"
210,0.5564,Trung bình,Quan sát cho thấy Thiếu kế hoạch rèn luyện theo tuần,Đề xuất sáng kiến nhỏ cho chi đoàn và báo cáo minh chứng trên LMS
211,0.8209,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi,Ghi nhận thành tích và nộp minh chứng đúng hạn
212,0.6653,Thấp,Quan sát cho thấy Giữ tác phong kỷ luật tốt trong sự kiện,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
213,0.0573,Cao,Quan sát cho thấy Ít tham gia hoạt động Đoàn–Hội trong học kỳ. Cần tăng cường tham gia hoạt động có trọng điểm,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
214,0.0919,Cao,Không tham gia hội thảo học thuật hoặc seminar chuyên đề,"Từ đó, lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng"
215,0.8609,Tốt,"Đáng chú ý, Đóng góp sáng kiến chuyển đổi số cho hoạt động Đoàn. Cần tăng cường tham gia hoạt động có trọng điểm",Huấn luyện kỹ năng lãnh đạo cho khóa dưới
216,0.5891,Trung bình,"Đáng chú ý, Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều",Tham gia nhóm học tập tình nguyện cố định
217,0.8567,Tốt,Dẫn dắt câu lạc bộ học thuật của khoa,Xây dựng mô hình CLB học thuật bền vững và báo cáo minh chứng trên LMS
218,0.6567,Thấp,Đề xuất ý tưởng hoạt động cho chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Duy trì tần suất tham gia và lan tỏa tới bạn bè
219,0.9195,Tốt,Được tuyên dương về điểm rèn luyện xuất sắc. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đề cử tham gia giải thưởng rèn luyện cấp trường
220,0.5148,Trung bình,Nộp minh chứng rèn luyện sát hạn chót. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
221,0.6756,Thấp,Thực tế cho thấy Duy trì sinh hoạt câu lạc bộ học thuật,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
222,0.9786,Tốt,"Theo ghi nhận, Đóng góp sáng kiến chuyển đổi số cho hoạt động Đoàn",Lan tỏa sáng kiến rèn luyện hiệu quả đến chi đoàn khác
223,0.9319,Tốt,Thực tế cho thấy Được tuyên dương về điểm rèn luyện xuất sắc. Cần tăng cường tham gia hoạt động có trọng điểm,"Vì vậy, xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi và báo cáo minh chứng trên LMS"
224,0.3285,Trung bình,Quan sát cho thấy Đóng góp hoạt động lớp ở mức tối thiểu. Cần tăng cường tham gia hoạt động có trọng điểm,"Do đó, tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS"
225,0.6232,Thấp,"Theo ghi nhận, Kết nối bạn bè tham gia thêm hoạt động học thuật. Cần tăng cường tham gia hoạt động có trọng điểm",Tổ chức hoạt động học thuật quy mô nhỏ
226,0.6701,Thấp,Hỗ trợ truyền thông cho chương trình của khoa,Mở rộng hợp tác với CLB khác trong khoa
227,0.8973,Tốt,Quan sát cho thấy Xây dựng mô hình rèn luyện hiệu quả cho chi đoàn,Xây dựng mô hình CLB học thuật bền vững và báo cáo minh chứng trên LMS
228,0.1438,Cao,"Trong học kỳ này, Không hoàn thành nghĩa vụ trực nhật/lao động công ích",Tham dự tối thiểu 2 seminar học thuật mỗi tháng và báo cáo minh chứng trên LMS
229,0.9892,Tốt,"Trong học kỳ này, Thường xuyên tổ chức seminar chia sẻ học thuật",Xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi
