id,self_study_pred,severity_level,reason_text,solution_text
161,0.3224,Cao,Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học,"Vì vậy, đăng ký giờ học tại thư viện/khu vực yên tĩnh"
162,0.5607,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn,Đưa thảo luận nhóm vào lịch cố định
163,0.2195,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học",Áp dụng Pomodoro (25/5) và tắt thông báo khi học
164,0.7739,Thấp,Có checklist hoàn thành bài tập theo tuần,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
165,0.8604,Tốt,"Theo ghi nhận, Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm",Thử nghiệm phương pháp mới và đo lường hiệu quả
166,0.7725,Thấp,Thực tế cho thấy Duy trì 5–7 giờ tự học/tuần khá đều. Ảnh hưởng tới hiệu quả tự học,Thực hành ôn tập dạng đề tổng hợp và cập nhật tiến độ mỗi tuần
167,0.4257,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản,"Từ đó, áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần"
168,0.7979,Thấp,"Trong học kỳ này, Có nhật ký học tập theo ngày","Vì vậy, làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần"
169,0.4469,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản. Ảnh hưởng tới hiệu quả tự học,Hệ quả là áp dụng Active Recall vào cuối mỗi buổi học
170,0.6782,Thấp,Sử dụng LMS thường xuyên để xem lại nội dung,Tăng cường vai trò trong nhóm học và cập nhật tiến độ mỗi tuần
171,0.297,Cao,"Trong học kỳ này, Không sử dụng tài nguyên LMS/ebook của học phần",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
172,0.4862,Trung bình,Kế hoạch học có nhưng ít theo dõi tiến độ. Cần điều chỉnh thói quen học,Áp dụng Active Recall vào cuối mỗi buổi học và cập nhật tiến độ mỗi tuần
173,0.9099,Tốt,"Trong học kỳ này, Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm. Cần điều chỉnh thói quen học",Hỗ trợ giảng viên xây dựng ngân hàng câu hỏi
174,0.358,Trung bình,Tự học cá nhân nhưng ít thảo luận nhóm. Ảnh hưởng tới hiệu quả tự học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
175,0.9884,Tốt,"Trong học kỳ này, Lập kế hoạch học theo CLO và đo lường bằng rubric",Ghi nhận thành tích và làm case study ngắn
176,0.7623,Thấp,"Trong học kỳ này, Tạo flashcards và ôn theo chu kỳ","Do đó, tăng cường vai trò trong nhóm học"
177,0.8532,Tốt,Chủ động mentoring bạn học yếu hơn. Cần điều chỉnh thói quen học,"Từ đó, phát huy vai trò mentor và chia sẻ tài nguyên và cập nhật tiến độ mỗi tuần"
178,0.866,Tốt,"Theo ghi nhận, Lập kế hoạch học theo CLO và đo lường bằng rubric. Ảnh hưởng tới hiệu quả tự học","Vì vậy, thử nghiệm phương pháp mới và đo lường hiệu quả"
179,0.171,Cao,"Trong học kỳ này, Không duy trì lịch tự học cố định trong tuần",Đăng ký giờ học tại thư viện/khu vực yên tĩnh
180,0.5461,Trung bình,"Trong học kỳ này, Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Cần điều chỉnh thói quen học","Do đó, tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần"
181,0.8857,Tốt,Duy trì 1–2 giờ tự học mỗi ngày đều đặn,"Từ đó, thực hiện project mở rộng gắn với CLO/PLO"
182,0.8105,Thấp,Thực tế cho thấy Ghi chú có cấu trúc theo chương và CLO,Cập nhật dashboard tiến độ công khai cho nhóm và cập nhật tiến độ mỗi tuần
183,0.0468,Cao,Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học,Tham gia nhóm học tập và đặt mục tiêu chung
184,0.2026,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn,"Từ đó, sử dụng flashcards cho khái niệm trọng tâm và cập nhật tiến độ mỗi tuần"
185,0.769,Thấp,Phân bổ thời gian hợp lý giữa các môn,"Do đó, tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần"
186,0.9105,Tốt,Tổ chức buổi study group đều đặn cho lớp,Xây dựng guideline tự học cho môn tiếp theo và cập nhật tiến độ mỗi tuần
187,0.9947,Tốt,Quan sát cho thấy Tự thiết kế quiz/flashcards cho cả lớp sử dụng. Cần điều chỉnh thói quen học,Phát huy vai trò mentor và chia sẻ tài nguyên
188,0.989,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B. Cần điều chỉnh thói quen học,Lập kế hoạch học sớm cho học kỳ kế tiếp
189,0.6213,Thấp,Có checklist hoàn thành bài tập theo tuần. Cần điều chỉnh thói quen học,Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
190,0.5475,Trung bình,Thực tế cho thấy Không đặt mốc thời gian hoàn thành từng tiểu mục. Cần điều chỉnh thói quen học,Hệ quả là ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
191,0.2698,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn,Bắt đầu bằng bài tập mẫu ngắn để tạo đà
192,0.7982,Thấp,"Theo ghi nhận, Ghi chú có cấu trúc theo chương và CLO. Ảnh hưởng tới hiệu quả tự học",Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
193,0.689,Thấp,Tự làm quiz để theo dõi tiến bộ,Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
194,0.2588,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc",Đăng ký giờ học tại thư viện/khu vực yên tĩnh và cập nhật tiến độ mỗi tuần
195,0.2832,Cao,"Thực tế cho thấy Không theo mục tiêu clo, tự học rời rạc",Bắt đầu bằng bài tập mẫu ngắn để tạo đà và cập nhật tiến độ mỗi tuần
196,0.8258,Thấp,Thực tế cho thấy Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học,Làm mini-project áp dụng kiến thức
197,0.4207,Trung bình,Thực tế cho thấy Chưa xây dựng kho tài liệu cá nhân hóa. Ảnh hưởng tới hiệu quả tự học,"Từ đó, thiết lập mục tiêu SMART cho từng tuần và cập nhật tiến độ mỗi tuần"
198,0.5709,Trung bình,Chưa lập bảng mục tiêu theo CLO/PLO. Ảnh hưởng tới hiệu quả tự học,Chuẩn hóa checklist theo chương và theo CLO và cập nhật tiến độ mỗi tuần
199,0.9902,Tốt,Quan sát cho thấy Liên hệ thực tế/mini-project để khắc sâu kiến thức. Ảnh hưởng tới hiệu quả tự học,Tham gia nghiên cứu nhỏ về kỹ thuật học tập và cập nhật tiến độ mỗi tuần
200,0.447,Trung bình,"Theo ghi nhận, Kế hoạch học có nhưng ít theo dõi tiến độ",Phân bổ lại thời lượng giữa các môn theo trọng số
201,0.1017,Cao,"Thường xuyên trì hoãn, không hoàn thành kế hoạch ngày",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
202,0.7737,Thấp,Quan sát cho thấy Áp dụng Active Recall/Spaced Repetition trong ôn tập. Cần điều chỉnh thói quen học,Tối ưu thời gian bằng batch processing nhiệm vụ
203,0.9286,Tốt,Tổng hợp tài liệu/cheatsheet chia sẻ cho nhóm. Cần điều chỉnh thói quen học,Đề xuất workshop chia sẻ chiến lược tự học hiệu quả
204,0.275,Cao,"Trong học kỳ này, Tập trung vào môn phụ, bỏ qua môn có CLO trọng số cao. Cần điều chỉnh thói quen học",Áp dụng Pomodoro (25/5) và tắt thông báo khi học và cập nhật tiến độ mỗi tuần
205,0.1771,Cao,"Trong học kỳ này, Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung. Ảnh hưởng tới hiệu quả tự học",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
206,0.4259,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall,Phân bổ lại thời lượng giữa các môn theo trọng số và cập nhật tiến độ mỗi tuần
207,0.6226,Thấp,Quan sát cho thấy Có nhật ký học tập theo ngày. Ảnh hưởng tới hiệu quả tự học,Thực hành ôn tập dạng đề tổng hợp
208,0.2454,Cao,"Trong học kỳ này, Không luyện tập bài tập mẫu và đề cũ. Ảnh hưởng tới hiệu quả tự học",Tham gia nhóm học tập và đặt mục tiêu chung
209,0.6262,Thấp,Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Cần điều chỉnh thói quen học,"Vì vậy, rèn luyện kỹ năng trình bày kiến thức đã học"
210,0.475,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương,Tạo bộ flashcards dùng chung với nhóm và cập nhật tiến độ mỗi tuần
211,0.0393,Cao,"Thực tế cho thấy Không theo mục tiêu clo, tự học rời rạc",Áp dụng Pomodoro (25/5) và tắt thông báo khi học và cập nhật tiến độ mỗi tuần
212,0.656,Thấp,Quan sát cho thấy Duy trì 5–7 giờ tự học/tuần khá đều. Cần điều chỉnh thói quen học,"Từ đó, thực hành ôn tập dạng đề tổng hợp và cập nhật tiến độ mỗi tuần"
213,0.4158,Trung bình,Quan sát cho thấy Chưa xây dựng kho tài liệu cá nhân hóa,Hệ quả là đưa thảo luận nhóm vào lịch cố định
214,0.4443,Trung bình,Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học. Ảnh hưởng tới hiệu quả tự học,Ghi chú Cornell và tổng hợp cuối tuần
215,0.4284,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương,Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
216,0.742,Thấp,Tổng hợp tài liệu tham khảo cá nhân hóa,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
217,0.5285,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Cần điều chỉnh thói quen học,Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
218,0.5246,Trung bình,Thiếu kiểm tra nhanh (quiz) để tự đánh giá,Đưa thảo luận nhóm vào lịch cố định
219,0.5569,Trung bình,"Theo ghi nhận, Chưa xây dựng kho tài liệu cá nhân hóa. Cần điều chỉnh thói quen học",Phân bổ lại thời lượng giữa các môn theo trọng số
220,0.267,Cao,Quan sát cho thấy Không ghi chép và ôn lại sau mỗi buổi học. Ảnh hưởng tới hiệu quả tự học,"Hệ quả là chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
221,0.4006,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản. Ảnh hưởng tới hiệu quả tự học,Tạo bộ flashcards dùng chung với nhóm
222,0.6057,Thấp,"Theo ghi nhận, Có checklist hoàn thành bài tập theo tuần",Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
223,0.6034,Thấp,Thực tế cho thấy Ghi chú có cấu trúc theo chương và CLO,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
224,0.21,Cao,"Tập trung vào môn phụ, bỏ qua môn có CLO trọng số cao",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
225,0.3475,Cao,Thực tế cho thấy Phân tán do làm thêm/thiếu không gian học tập yên tĩnh,Bắt đầu bằng bài tập mẫu ngắn để tạo đà và cập nhật tiến độ mỗi tuần
226,0.096,Cao,Quan sát cho thấy Không có nhóm học tập hoặc bạn học kèm. Cần điều chỉnh thói quen học,Bắt đầu bằng bài tập mẫu ngắn để tạo đà
227,0.4476,Trung bình,"Trong học kỳ này, Thỉnh thoảng bị gián đoạn bởi hoạt động ngoại khóa. Cần điều chỉnh thói quen học",Áp dụng Active Recall vào cuối mỗi buổi học
228,0.8938,Tốt,Đặt mục tiêu SMART và theo dõi qua dashboard cá nhân. Cần điều chỉnh thói quen học,Tham gia nghiên cứu nhỏ về kỹ thuật học tập
229,0.8455,Thấp,Có checklist hoàn thành bài tập theo tuần,"Từ đó, duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập và cập nhật tiến độ mỗi tuần"
230,0.982,Tốt,Hoàn tất nội dung sớm và làm thêm bài nâng cao,Đề xuất workshop chia sẻ chiến lược tự học hiệu quả
231,0.2985,Cao,"Theo ghi nhận, Không luyện tập bài tập mẫu và đề cũ",Sử dụng flashcards cho khái niệm trọng tâm
232,0.4746,Trung bình,"Theo ghi nhận, Thiếu nhịp độ hằng ngày, ôn tập dồn trước kiểm tra. Cần điều chỉnh thói quen học",Tạo bộ flashcards dùng chung với nhóm
233,0.1069,Cao,"Quan sát cho thấy Tự học rời rạc, không theo mục tiêu CLO. Ảnh hưởng tới hiệu quả tự học",Đăng ký giờ học tại thư viện/khu vực yên tĩnh
234,0.7266,Thấp,Thực tế cho thấy Ghi chú có cấu trúc theo chương và CLO,Cập nhật dashboard tiến độ công khai cho nhóm
235,0.1904,Cao,"Thực tế cho thấy Không hoàn thành kế hoạch ngày, thường xuyên trì hoãn. Cần điều chỉnh thói quen học","Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành và cập nhật tiến độ mỗi tuần"
236,0.7076,Thấp,Quan sát cho thấy Thực hành bài mẫu sau mỗi chủ đề,"Do đó, tối ưu thời gian bằng batch processing nhiệm vụ"
237,0.9016,Tốt,Tự thiết kế quiz/flashcards cho cả lớp sử dụng,Hệ quả là lập kế hoạch học sớm cho học kỳ kế tiếp
238,0.8376,Thấp,Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Ảnh hưởng tới hiệu quả tự học,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
239,0.4197,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản. Cần điều chỉnh thói quen học,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
240,0.1717,Cao,Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung,Liên hệ giảng viên để gỡ điểm nghẽn nội dung
241,0.9766,Tốt,"Trong học kỳ này, Chủ động mentoring bạn học yếu hơn",Tham gia nghiên cứu nhỏ về kỹ thuật học tập
242,0.3091,Cao,Quan sát cho thấy Không sử dụng tài nguyên LMS/ebook của học phần,Đăng ký giờ học tại thư viện/khu vực yên tĩnh và cập nhật tiến độ mỗi tuần
243,0.9586,Tốt,Lập báo cáo tiến độ tự học mỗi tuần,Thực hiện project mở rộng gắn với CLO/PLO
